property;value;
upperLegLeft;0.443611;
upperLegRight;0.397806;
lowerLegRight;0.364255;
forearmLeft;0.23572;
upperarmLeft;0.267545;
shoulderHalfLeft;0.179586;
neck;0.0779715;
shoulderHalfRight;0.202523;
upperarmRight;0.212605;
forearmRight;0.201406;
shoulder;0.365332;
upperBody;0.243021;
hip;0.151988;
lowerBody;0.33842;
body;0.581403;
lowerLegLeft;0.269235;
upperLegLeft;0.443879;
upperLegRight;0.397894;
lowerLegRight;0.364372;
forearmLeft;0.235618;
upperarmLeft;0.267717;
shoulderHalfLeft;0.179623;
neck;0.0779628;
shoulderHalfRight;0.202607;
upperarmRight;0.212564;
forearmRight;0.201402;
shoulder;0.365603;
upperBody;0.24299;
hip;0.151841;
lowerBody;0.338374;
body;0.581325;
lowerLegLeft;0.269221;
upperLegLeft;0.444129;
upperLegRight;0.398644;
lowerLegRight;0.363857;
forearmLeft;0.235534;
upperarmLeft;0.267848;
shoulderHalfLeft;0.179568;
neck;0.0779268;
shoulderHalfRight;0.202316;
upperarmRight;0.213106;
forearmRight;0.201397;
shoulder;0.364922;
upperBody;0.242898;
hip;0.151853;
lowerBody;0.33825;
body;0.581111;
lowerLegLeft;0.270016;
upperLegLeft;0.442941;
upperLegRight;0.398606;
lowerLegRight;0.363793;
forearmLeft;0.235535;
upperarmLeft;0.267833;
shoulderHalfLeft;0.179587;
neck;0.0778903;
shoulderHalfRight;0.202691;
upperarmRight;0.213124;
forearmRight;0.201408;
shoulder;0.365663;
upperBody;0.242815;
hip;0.151814;
lowerBody;0.338106;
body;0.580884;
lowerLegLeft;0.270059;
upperLegLeft;0.443064;
upperLegRight;0.398356;
lowerLegRight;0.364036;
forearmLeft;0.235529;
upperarmLeft;0.268201;
shoulderHalfLeft;0.179468;
neck;0.0778712;
shoulderHalfRight;0.202952;
upperarmRight;0.21272;
forearmRight;0.201401;
shoulder;0.366027;
upperBody;0.242758;
hip;0.151835;
lowerBody;0.338001;
body;0.580723;
lowerLegLeft;0.269487;
upperLegLeft;0.443808;
upperLegRight;0.398852;
lowerLegRight;0.363733;
forearmLeft;0.2355;
upperarmLeft;0.268361;
shoulderHalfLeft;0.179475;
neck;0.07785;
shoulderHalfRight;0.20325;
upperarmRight;0.212256;
forearmRight;0.201384;
shoulder;0.366631;
upperBody;0.242692;
hip;0.151854;
lowerBody;0.337914;
body;0.580568;
lowerLegLeft;0.268667;
upperLegLeft;0.444741;
upperLegRight;0.399017;
lowerLegRight;0.363583;
forearmLeft;0.235467;
upperarmLeft;0.26847;
shoulderHalfLeft;0.179484;
neck;0.0778329;
shoulderHalfRight;0.203381;
upperarmRight;0.212017;
forearmRight;0.20138;
shoulder;0.366937;
upperBody;0.242642;
hip;0.151779;
lowerBody;0.337801;
body;0.580407;
lowerLegLeft;0.261936;
upperLegLeft;0.444846;
upperLegRight;0.399291;
lowerLegRight;0.361967;
forearmLeft;0.235445;
upperarmLeft;0.268618;
shoulderHalfLeft;0.179449;
neck;0.077804;
shoulderHalfRight;0.203331;
upperarmRight;0.211997;
forearmRight;0.201387;
shoulder;0.366958;
upperBody;0.242573;
hip;0.151782;
lowerBody;0.337746;
body;0.580283;
lowerLegLeft;0.262474;
upperLegLeft;0.444884;
upperLegRight;0.399015;
lowerLegRight;0.36239;
forearmLeft;0.235522;
upperarmLeft;0.268164;
shoulderHalfLeft;0.179472;
neck;0.0777938;
shoulderHalfRight;0.203456;
upperarmRight;0.211889;
forearmRight;0.201393;
shoulder;0.367173;
upperBody;0.242542;
hip;0.15179;
lowerBody;0.337705;
body;0.580211;
lowerLegLeft;0.264066;
upperLegLeft;0.444699;
upperLegRight;0.398615;
lowerLegRight;0.363093;
forearmLeft;0.235496;
upperarmLeft;0.267802;
shoulderHalfLeft;0.179522;
neck;0.077787;
shoulderHalfRight;0.203519;
upperarmRight;0.211914;
forearmRight;0.201403;
shoulder;0.367343;
upperBody;0.242525;
hip;0.151752;
lowerBody;0.33768;
body;0.580169;
lowerLegLeft;0.2647;
upperLegLeft;0.444864;
upperLegRight;0.398888;
lowerLegRight;0.363069;
forearmLeft;0.23536;
upperarmLeft;0.267551;
shoulderHalfLeft;0.179549;
neck;0.0777887;
shoulderHalfRight;0.203543;
upperarmRight;0.211827;
forearmRight;0.201403;
shoulder;0.367431;
upperBody;0.242528;
hip;0.151742;
lowerBody;0.337698;
body;0.580189;
lowerLegLeft;0.265783;
upperLegLeft;0.444927;
upperLegRight;0.39959;
lowerLegRight;0.363204;
forearmLeft;0.235282;
upperarmLeft;0.267534;
shoulderHalfLeft;0.179604;
neck;0.0777859;
shoulderHalfRight;0.2035;
upperarmRight;0.211847;
forearmRight;0.201406;
shoulder;0.367477;
upperBody;0.242513;
hip;0.151753;
lowerBody;0.337683;
body;0.580159;
lowerLegLeft;0.265705;
upperLegLeft;0.44492;
upperLegRight;0.399778;
lowerLegRight;0.363045;
forearmLeft;0.235354;
upperarmLeft;0.267439;
shoulderHalfLeft;0.179614;
neck;0.0777899;
shoulderHalfRight;0.20356;
upperarmRight;0.211851;
forearmRight;0.201416;
shoulder;0.367519;
upperBody;0.242522;
hip;0.151762;
lowerBody;0.337701;
body;0.580186;
lowerLegLeft;0.266382;
upperLegLeft;0.444842;
upperLegRight;0.3999;
lowerLegRight;0.363367;
forearmLeft;0.235354;
upperarmLeft;0.267337;
shoulderHalfLeft;0.17964;
neck;0.0777975;
shoulderHalfRight;0.203574;
upperarmRight;0.211855;
forearmRight;0.201424;
shoulder;0.367578;
upperBody;0.24254;
hip;0.151771;
lowerBody;0.33772;
body;0.580223;
lowerLegLeft;0.266214;
upperLegLeft;0.44486;
upperLegRight;0.400305;
lowerLegRight;0.362781;
forearmLeft;0.235525;
upperarmLeft;0.267122;
shoulderHalfLeft;0.17971;
neck;0.0777955;
shoulderHalfRight;0.203503;
upperarmRight;0.211969;
forearmRight;0.201416;
shoulder;0.367587;
upperBody;0.242529;
hip;0.151821;
lowerBody;0.337707;
body;0.580199;
lowerLegLeft;0.266403;
upperLegLeft;0.444889;
upperLegRight;0.400566;
lowerLegRight;0.362417;
forearmLeft;0.235505;
upperarmLeft;0.267278;
shoulderHalfLeft;0.179623;
neck;0.077803;
shoulderHalfRight;0.203436;
upperarmRight;0.211844;
forearmRight;0.201416;
shoulder;0.367396;
upperBody;0.242544;
hip;0.151816;
lowerBody;0.337731;
body;0.580238;
lowerLegLeft;0.266614;
upperLegLeft;0.444672;
upperLegRight;0.400483;
lowerLegRight;0.36248;
forearmLeft;0.235529;
upperarmLeft;0.267256;
shoulderHalfLeft;0.179629;
neck;0.0777858;
shoulderHalfRight;0.203421;
upperarmRight;0.211297;
forearmRight;0.201425;
shoulder;0.367368;
upperBody;0.24251;
hip;0.151772;
lowerBody;0.337695;
body;0.580169;
lowerLegLeft;0.266896;
upperLegLeft;0.444688;
upperLegRight;0.400694;
lowerLegRight;0.362614;
forearmLeft;0.235479;
upperarmLeft;0.267358;
shoulderHalfLeft;0.179618;
neck;0.0777854;
shoulderHalfRight;0.203437;
upperarmRight;0.211055;
forearmRight;0.201425;
shoulder;0.367321;
upperBody;0.242507;
hip;0.15177;
lowerBody;0.337692;
body;0.580162;
lowerLegLeft;0.267049;
upperLegLeft;0.444557;
upperLegRight;0.400743;
lowerLegRight;0.362609;
forearmLeft;0.235459;
upperarmLeft;0.267531;
shoulderHalfLeft;0.179519;
neck;0.077767;
shoulderHalfRight;0.203416;
upperarmRight;0.210601;
forearmRight;0.201436;
shoulder;0.367214;
upperBody;0.242455;
hip;0.151771;
lowerBody;0.337649;
body;0.580067;
lowerLegLeft;0.267565;
upperLegLeft;0.444441;
upperLegRight;0.400847;
lowerLegRight;0.36261;
forearmLeft;0.235433;
upperarmLeft;0.267566;
shoulderHalfLeft;0.179526;
neck;0.0777744;
shoulderHalfRight;0.202747;
upperarmRight;0.211649;
forearmRight;0.201442;
shoulder;0.365807;
upperBody;0.242498;
hip;0.151757;
lowerBody;0.337792;
body;0.580253;
lowerLegLeft;0.267577;
upperLegLeft;0.444337;
upperLegRight;0.399995;
lowerLegRight;0.365103;
forearmLeft;0.235409;
upperarmLeft;0.2677;
shoulderHalfLeft;0.17949;
neck;0.077796;
shoulderHalfRight;0.20288;
upperarmRight;0.211444;
forearmRight;0.201452;
shoulder;0.365986;
upperBody;0.24254;
hip;0.151785;
lowerBody;0.337809;
body;0.580313;
lowerLegLeft;0.267949;
upperLegLeft;0.44426;
upperLegRight;0.399758;
lowerLegRight;0.365252;
forearmLeft;0.235497;
upperarmLeft;0.267965;
shoulderHalfLeft;0.179416;
neck;0.0777994;
shoulderHalfRight;0.203023;
upperarmRight;0.211508;
forearmRight;0.20146;
shoulder;0.366094;
upperBody;0.242545;
hip;0.151878;
lowerBody;0.337818;
body;0.580327;
lowerLegLeft;0.268246;
upperLegLeft;0.44428;
upperLegRight;0.399174;
lowerLegRight;0.365197;
forearmLeft;0.235621;
upperarmLeft;0.268061;
shoulderHalfLeft;0.179404;
neck;0.0778045;
shoulderHalfRight;0.203288;
upperarmRight;0.211127;
forearmRight;0.201457;
shoulder;0.366379;
upperBody;0.242553;
hip;0.151867;
lowerBody;0.337836;
body;0.580352;
lowerLegLeft;0.270447;
upperLegLeft;0.444095;
upperLegRight;0.3981;
lowerLegRight;0.366515;
forearmLeft;0.235802;
upperarmLeft;0.268321;
shoulderHalfLeft;0.179389;
neck;0.0777941;
shoulderHalfRight;0.203568;
upperarmRight;0.210898;
forearmRight;0.201467;
shoulder;0.366741;
upperBody;0.242515;
hip;0.151843;
lowerBody;0.337755;
body;0.580234;
lowerLegLeft;0.269324;
upperLegLeft;0.444109;
upperLegRight;0.399895;
lowerLegRight;0.364155;
forearmLeft;0.235692;
upperarmLeft;0.268511;
shoulderHalfLeft;0.17915;
neck;0.0778169;
shoulderHalfRight;0.203556;
upperarmRight;0.211431;
forearmRight;0.201439;
shoulder;0.36624;
upperBody;0.242587;
hip;0.151685;
lowerBody;0.337913;
body;0.580464;
lowerLegLeft;0.269037;
upperLegLeft;0.444033;
upperLegRight;0.400367;
lowerLegRight;0.363322;
forearmLeft;0.235728;
upperarmLeft;0.268658;
shoulderHalfLeft;0.179234;
neck;0.0778047;
shoulderHalfRight;0.203608;
upperarmRight;0.211435;
forearmRight;0.20145;
shoulder;0.36651;
upperBody;0.242544;
hip;0.151728;
lowerBody;0.33784;
body;0.580347;
lowerLegLeft;0.268995;
upperLegLeft;0.4441;
upperLegRight;0.399866;
lowerLegRight;0.363544;
forearmLeft;0.235704;
upperarmLeft;0.268689;
shoulderHalfLeft;0.179242;
neck;0.0778112;
shoulderHalfRight;0.203069;
upperarmRight;0.212775;
forearmRight;0.20145;
shoulder;0.365548;
upperBody;0.242573;
hip;0.151737;
lowerBody;0.337903;
body;0.580439;
lowerLegLeft;0.268889;
upperLegLeft;0.44401;
upperLegRight;0.39972;
lowerLegRight;0.363493;
forearmLeft;0.235702;
upperarmLeft;0.268717;
shoulderHalfLeft;0.179272;
neck;0.0778124;
shoulderHalfRight;0.202663;
upperarmRight;0.213284;
forearmRight;0.201449;
shoulder;0.364888;
upperBody;0.242573;
hip;0.151733;
lowerBody;0.337903;
body;0.580439;
lowerLegLeft;0.268871;
upperLegLeft;0.443963;
upperLegRight;0.400235;
lowerLegRight;0.362944;
forearmLeft;0.235805;
upperarmLeft;0.268529;
shoulderHalfLeft;0.179332;
neck;0.0778019;
shoulderHalfRight;0.20302;
upperarmRight;0.212597;
forearmRight;0.201434;
shoulder;0.365586;
upperBody;0.242528;
hip;0.151822;
lowerBody;0.337798;
body;0.580289;
lowerLegLeft;0.268889;
upperLegLeft;0.444045;
upperLegRight;0.399567;
lowerLegRight;0.363765;
forearmLeft;0.235675;
upperarmLeft;0.268599;
shoulderHalfLeft;0.179314;
neck;0.0778063;
shoulderHalfRight;0.203333;
upperarmRight;0.212295;
forearmRight;0.201439;
shoulder;0.366068;
upperBody;0.242539;
hip;0.151827;
lowerBody;0.337837;
body;0.580339;
lowerLegLeft;0.268387;
upperLegLeft;0.444231;
upperLegRight;0.399065;
lowerLegRight;0.364041;
forearmLeft;0.235628;
upperarmLeft;0.268431;
shoulderHalfLeft;0.17935;
neck;0.0777945;
shoulderHalfRight;0.203546;
upperarmRight;0.211826;
forearmRight;0.201439;
shoulder;0.366565;
upperBody;0.242503;
hip;0.151815;
lowerBody;0.337773;
body;0.58024;
lowerLegLeft;0.268165;
upperLegLeft;0.444578;
upperLegRight;0.398884;
lowerLegRight;0.36425;
forearmLeft;0.235606;
upperarmLeft;0.268424;
shoulderHalfLeft;0.179326;
neck;0.0777857;
shoulderHalfRight;0.203729;
upperarmRight;0.211517;
forearmRight;0.201439;
shoulder;0.366891;
upperBody;0.242484;
hip;0.151843;
lowerBody;0.337729;
body;0.580176;
lowerLegLeft;0.26823;
upperLegLeft;0.444633;
upperLegRight;0.399161;
lowerLegRight;0.364108;
forearmLeft;0.235719;
upperarmLeft;0.26871;
shoulderHalfLeft;0.179265;
neck;0.0777867;
shoulderHalfRight;0.203893;
upperarmRight;0.211295;
forearmRight;0.201409;
shoulder;0.367147;
upperBody;0.24249;
hip;0.151846;
lowerBody;0.33775;
body;0.580204;
lowerLegLeft;0.26813;
upperLegLeft;0.444729;
upperLegRight;0.399733;
lowerLegRight;0.363434;
forearmLeft;0.235895;
upperarmLeft;0.268875;
shoulderHalfLeft;0.179366;
neck;0.0777995;
shoulderHalfRight;0.203104;
upperarmRight;0.212103;
forearmRight;0.201402;
shoulder;0.365933;
upperBody;0.242502;
hip;0.151709;
lowerBody;0.337715;
body;0.580181;
lowerLegLeft;0.268011;
upperLegLeft;0.444941;
upperLegRight;0.399935;
lowerLegRight;0.363337;
forearmLeft;0.235829;
upperarmLeft;0.269008;
shoulderHalfLeft;0.179443;
neck;0.0777876;
shoulderHalfRight;0.202416;
upperarmRight;0.212611;
forearmRight;0.201399;
shoulder;0.365126;
upperBody;0.242467;
hip;0.151744;
lowerBody;0.337703;
body;0.580133;
lowerLegLeft;0.268195;
upperLegLeft;0.444841;
upperLegRight;0.399941;
lowerLegRight;0.363404;
forearmLeft;0.235705;
upperarmLeft;0.269074;
shoulderHalfLeft;0.179482;
neck;0.0778041;
shoulderHalfRight;0.201986;
upperarmRight;0.213128;
forearmRight;0.2014;
shoulder;0.364514;
upperBody;0.242505;
hip;0.151785;
lowerBody;0.337762;
body;0.58023;
lowerLegLeft;0.268656;
upperLegLeft;0.444741;
upperLegRight;0.398281;
lowerLegRight;0.365137;
forearmLeft;0.23564;
upperarmLeft;0.269336;
shoulderHalfLeft;0.179377;
neck;0.0778226;
shoulderHalfRight;0.201745;
upperarmRight;0.213136;
forearmRight;0.201394;
shoulder;0.364004;
upperBody;0.242525;
hip;0.151814;
lowerBody;0.337827;
body;0.580315;
lowerLegLeft;0.268717;
upperLegLeft;0.44463;
upperLegRight;0.39841;
lowerLegRight;0.364952;
forearmLeft;0.235596;
upperarmLeft;0.269314;
shoulderHalfLeft;0.179405;
neck;0.0778161;
shoulderHalfRight;0.202263;
upperarmRight;0.212263;
forearmRight;0.20138;
shoulder;0.365012;
upperBody;0.242506;
hip;0.15185;
lowerBody;0.337746;
body;0.580216;
lowerLegLeft;0.268927;
upperLegLeft;0.444673;
upperLegRight;0.398401;
lowerLegRight;0.365111;
forearmLeft;0.235508;
upperarmLeft;0.26947;
shoulderHalfLeft;0.179396;
neck;0.0778012;
shoulderHalfRight;0.20202;
upperarmRight;0.212546;
forearmRight;0.201374;
shoulder;0.364564;
upperBody;0.24247;
hip;0.151789;
lowerBody;0.337594;
body;0.58003;
lowerLegLeft;0.268754;
upperLegLeft;0.444876;
upperLegRight;0.398967;
lowerLegRight;0.364638;
forearmLeft;0.235422;
upperarmLeft;0.269521;
shoulderHalfLeft;0.179507;
neck;0.0777836;
shoulderHalfRight;0.201659;
upperarmRight;0.213464;
forearmRight;0.201391;
shoulder;0.364176;
upperBody;0.242428;
hip;0.151837;
lowerBody;0.337506;
body;0.579901;
lowerLegLeft;0.269201;
upperLegLeft;0.44467;
upperLegRight;0.398293;
lowerLegRight;0.365098;
forearmLeft;0.235361;
upperarmLeft;0.269488;
shoulderHalfLeft;0.179383;
neck;0.077775;
shoulderHalfRight;0.201494;
upperarmRight;0.210145;
forearmRight;0.201391;
shoulder;0.363749;
upperBody;0.24241;
hip;0.151907;
lowerBody;0.337413;
body;0.57979;
lowerLegLeft;0.269334;
upperLegLeft;0.444703;
upperLegRight;0.398521;
lowerLegRight;0.364898;
forearmLeft;0.235415;
upperarmLeft;0.269465;
shoulderHalfLeft;0.179419;
neck;0.0777781;
shoulderHalfRight;0.201188;
upperarmRight;0.210829;
forearmRight;0.20139;
shoulder;0.363424;
upperBody;0.242426;
hip;0.151954;
lowerBody;0.337482;
body;0.579875;
lowerLegLeft;0.268816;
upperLegLeft;0.444682;
upperLegRight;0.397919;
lowerLegRight;0.364847;
forearmLeft;0.235436;
upperarmLeft;0.26942;
shoulderHalfLeft;0.17945;
neck;0.0777656;
shoulderHalfRight;0.201697;
upperarmRight;0.210182;
forearmRight;0.201382;
shoulder;0.364377;
upperBody;0.242366;
hip;0.152038;
lowerBody;0.337374;
body;0.579706;
lowerLegLeft;0.268777;
upperLegLeft;0.444813;
upperLegRight;0.3976;
lowerLegRight;0.365262;
forearmLeft;0.23541;
upperarmLeft;0.269502;
shoulderHalfLeft;0.179416;
neck;0.0777747;
shoulderHalfRight;0.201446;
upperarmRight;0.210992;
forearmRight;0.201377;
shoulder;0.363946;
upperBody;0.242394;
hip;0.152055;
lowerBody;0.337444;
body;0.579804;
lowerLegLeft;0.26864;
upperLegLeft;0.444717;
upperLegRight;0.397103;
lowerLegRight;0.365242;
forearmLeft;0.235412;
upperarmLeft;0.269609;
shoulderHalfLeft;0.1794;
neck;0.0777763;
shoulderHalfRight;0.201291;
upperarmRight;0.211583;
forearmRight;0.201373;
shoulder;0.363615;
upperBody;0.2424;
hip;0.15207;
lowerBody;0.337454;
body;0.579819;
lowerLegLeft;0.268605;
upperLegLeft;0.444719;
upperLegRight;0.396815;
lowerLegRight;0.365512;
forearmLeft;0.235245;
upperarmLeft;0.269959;
shoulderHalfLeft;0.179257;
neck;0.0777612;
shoulderHalfRight;0.201117;
upperarmRight;0.212182;
forearmRight;0.201384;
shoulder;0.363258;
upperBody;0.242366;
hip;0.152094;
lowerBody;0.337429;
body;0.57976;
lowerLegLeft;0.268658;
upperLegLeft;0.444731;
upperLegRight;0.396887;
lowerLegRight;0.365485;
forearmLeft;0.235184;
upperarmLeft;0.270081;
shoulderHalfLeft;0.179254;
neck;0.0777459;
shoulderHalfRight;0.200881;
upperarmRight;0.21308;
forearmRight;0.201391;
shoulder;0.363007;
upperBody;0.242319;
hip;0.152083;
lowerBody;0.33742;
body;0.579704;
lowerLegLeft;0.268674;
upperLegLeft;0.444647;
upperLegRight;0.396267;
lowerLegRight;0.36552;
forearmLeft;0.235193;
upperarmLeft;0.270081;
shoulderHalfLeft;0.179191;
neck;0.0777513;
shoulderHalfRight;0.200826;
upperarmRight;0.213249;
forearmRight;0.201406;
shoulder;0.362856;
upperBody;0.242339;
hip;0.152119;
lowerBody;0.337464;
body;0.579767;
lowerLegLeft;0.268566;
upperLegLeft;0.44439;
upperLegRight;0.395993;
lowerLegRight;0.365354;
forearmLeft;0.23514;
upperarmLeft;0.270143;
shoulderHalfLeft;0.179123;
neck;0.0777516;
shoulderHalfRight;0.200687;
upperarmRight;0.21342;
forearmRight;0.201406;
shoulder;0.362674;
upperBody;0.242336;
hip;0.152121;
lowerBody;0.337455;
body;0.579756;
lowerLegLeft;0.26856;
upperLegLeft;0.444277;
upperLegRight;0.395465;
lowerLegRight;0.365677;
forearmLeft;0.234988;
upperarmLeft;0.269963;
shoulderHalfLeft;0.179043;
neck;0.0777152;
shoulderHalfRight;0.200601;
upperarmRight;0.213645;
forearmRight;0.201401;
shoulder;0.362481;
upperBody;0.242268;
hip;0.152189;
lowerBody;0.337403;
body;0.579634;
lowerLegLeft;0.266142;
upperLegLeft;0.444442;
upperLegRight;0.39672;
lowerLegRight;0.365778;
forearmLeft;0.23507;
upperarmLeft;0.269799;
shoulderHalfLeft;0.17893;
neck;0.0777146;
shoulderHalfRight;0.201322;
upperarmRight;0.212675;
forearmRight;0.201388;
shoulder;0.363716;
upperBody;0.242271;
hip;0.152154;
lowerBody;0.33749;
body;0.579724;
lowerLegLeft;0.265991;
upperLegLeft;0.444843;
upperLegRight;0.398486;
lowerLegRight;0.363733;
forearmLeft;0.235573;
upperarmLeft;0.270677;
shoulderHalfLeft;0.178869;
neck;0.0776876;
shoulderHalfRight;0.202025;
upperarmRight;0.211911;
forearmRight;0.201385;
shoulder;0.364708;
upperBody;0.242211;
hip;0.152147;
lowerBody;0.337441;
body;0.579615;
lowerLegLeft;0.265667;
upperLegLeft;0.444977;
upperLegRight;0.398867;
lowerLegRight;0.363224;
forearmLeft;0.235289;
upperarmLeft;0.270436;
shoulderHalfLeft;0.178858;
neck;0.0776886;
shoulderHalfRight;0.202502;
upperarmRight;0.211374;
forearmRight;0.201379;
shoulder;0.365463;
upperBody;0.24221;
hip;0.15214;
lowerBody;0.337434;
body;0.579606;
lowerLegLeft;0.265885;
upperLegLeft;0.444988;
upperLegRight;0.398202;
lowerLegRight;0.363379;
forearmLeft;0.235788;
upperarmLeft;0.271397;
shoulderHalfLeft;0.17869;
neck;0.0776935;
shoulderHalfRight;0.202836;
upperarmRight;0.210854;
forearmRight;0.201384;
shoulder;0.36582;
upperBody;0.24222;
hip;0.152037;
lowerBody;0.337446;
body;0.579628;
lowerLegLeft;0.265654;
upperLegLeft;0.444982;
upperLegRight;0.398455;
lowerLegRight;0.363014;
forearmLeft;0.246055;
upperarmLeft;0.262968;
shoulderHalfLeft;0.178511;
neck;0.0776853;
shoulderHalfRight;0.203008;
upperarmRight;0.210715;
forearmRight;0.201379;
shoulder;0.365882;
upperBody;0.242177;
hip;0.151989;
lowerBody;0.337241;
body;0.57938;
lowerLegLeft;0.266603;
upperLegLeft;0.445316;
upperLegRight;0.398316;
lowerLegRight;0.363856;
forearmLeft;0.243499;
upperarmLeft;0.264736;
shoulderHalfLeft;0.17855;
neck;0.0776614;
shoulderHalfRight;0.203203;
upperarmRight;0.210425;
forearmRight;0.201379;
shoulder;0.366112;
upperBody;0.24213;
hip;0.152005;
lowerBody;0.337115;
body;0.579207;
lowerLegLeft;0.266641;
upperLegLeft;0.445504;
upperLegRight;0.404181;
lowerLegRight;0.359257;
forearmLeft;0.242048;
upperarmLeft;0.265068;
shoulderHalfLeft;0.178555;
neck;0.0776485;
shoulderHalfRight;0.203429;
upperarmRight;0.210895;
forearmRight;0.201375;
shoulder;0.366507;
upperBody;0.242085;
hip;0.15201;
lowerBody;0.337086;
body;0.579132;
lowerLegLeft;0.266699;
upperLegLeft;0.445411;
upperLegRight;0.401552;
lowerLegRight;0.361303;
forearmLeft;0.243769;
upperarmLeft;0.263334;
shoulderHalfLeft;0.178447;
neck;0.0776885;
shoulderHalfRight;0.203585;
upperarmRight;0.210924;
forearmRight;0.201352;
shoulder;0.366484;
upperBody;0.242157;
hip;0.152021;
lowerBody;0.337122;
body;0.57924;
lowerLegLeft;0.266252;
upperLegLeft;0.44543;
upperLegRight;0.401529;
lowerLegRight;0.361023;
forearmLeft;0.244111;
upperarmLeft;0.262542;
shoulderHalfLeft;0.178416;
neck;0.0777081;
shoulderHalfRight;0.202748;
upperarmRight;0.211937;
forearmRight;0.201346;
shoulder;0.36508;
upperBody;0.242191;
hip;0.152055;
lowerBody;0.337334;
body;0.579484;
lowerLegLeft;0.266458;
upperLegLeft;0.445383;
upperLegRight;0.400327;
lowerLegRight;0.362118;
forearmLeft;0.244411;
upperarmLeft;0.2621;
shoulderHalfLeft;0.178483;
neck;0.0777169;
shoulderHalfRight;0.202242;
upperarmRight;0.212767;
forearmRight;0.201337;
shoulder;0.36427;
upperBody;0.242221;
hip;0.152165;
lowerBody;0.337491;
body;0.579671;
lowerLegLeft;0.266469;
upperLegLeft;0.445229;
upperLegRight;0.398737;
lowerLegRight;0.363246;
forearmLeft;0.244969;
upperarmLeft;0.261626;
shoulderHalfLeft;0.178525;
neck;0.0777302;
shoulderHalfRight;0.202708;
upperarmRight;0.212087;
forearmRight;0.201375;
shoulder;0.365096;
upperBody;0.24225;
hip;0.152166;
lowerBody;0.337526;
body;0.579736;
lowerLegLeft;0.266561;
upperLegLeft;0.445174;
upperLegRight;0.398531;
lowerLegRight;0.36345;
forearmLeft;0.2434;
upperarmLeft;0.262705;
shoulderHalfLeft;0.178505;
neck;0.0777212;
shoulderHalfRight;0.203024;
upperarmRight;0.211552;
forearmRight;0.201372;
shoulder;0.365618;
upperBody;0.242235;
hip;0.152101;
lowerBody;0.337521;
body;0.579714;
